!Series_title	"Amyotrophic lateral sclerosis"
!Series_geo_accession	"GSE833"
!Series_status	"Public on Nov 14 2003"
!Series_submission_date	"Nov 11 2003"
!Series_last_update_date	"Jul 08 2016"
!Series_pubmed_id	"14645737"
!Series_summary	"Identification of amyotrophic lateral sclerosis (ALS) associated genes. Post mortem spinal cord grey matter from sporadic and familial ALS patients compared with controls."
!Series_summary	"Keywords: other"
!Series_type	"Expression profiling by array"
!Series_contributor	"Fernando,,Dangond"
!Series_contributor	"Robert,H,Brown"
!Series_contributor	"Steven,R,Gullans"
!Series_sample_id	"GSM6826 GSM6827 GSM6828 GSM6829 GSM6830 GSM6831 GSM6832 GSM6833 GSM6834 GSM6835 GSM6836 "
!Series_contact_name	"Fernando,,Dangond"
!Series_contact_email	"fdangond@rics.bwh.harvard.edu"
!Series_contact_phone	"617-768-8597"
!Series_contact_department	" "
!Series_contact_institute	"Brigham and Women's Hospital Laboratories"
!Series_contact_address	" "
!Series_contact_city	"Cambridge"
!Series_contact_state	"MA"
!Series_contact_zip/postal_code	"02139"
!Series_contact_country	"USA"
!Series_platform_id	"GPL80"
!Series_platform_taxid	"9606"
!Series_sample_taxid	"9606"
!Series_relation	"BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA87835"

!Sample_title	"Control gray matter 1"	"ALS gray matter 6 Sporadic"	"ALS gray matter 7 Sporadic"	"Control gray matter 2"	"Control gray matter 3"	"Control gray matter 4"	"ALS gray matter 1 Familial"	"ALS gray matter 2 Familial"	"ALS gray matter 3 Sporadic"	"ALS gray matter 4 Sporadic"	"ALS gray matter 5 Sporadic"
!Sample_geo_accession	"GSM6826"	"GSM6827"	"GSM6828"	"GSM6829"	"GSM6830"	"GSM6831"	"GSM6832"	"GSM6833"	"GSM6834"	"GSM6835"	"GSM6836"
!Sample_status	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"
!Sample_submission_date	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"
!Sample_last_update_date	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
!Sample_source_name_ch1	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"
!Sample_organism_ch1	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"
!Sample_molecule_ch1	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"
!Sample_taxid_ch1	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"
!Sample_description	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"
!Sample_platform_id	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"
!Sample_contact_name	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"
!Sample_contact_email	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"
!Sample_contact_phone	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"
!Sample_contact_department	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "
!Sample_contact_institute	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"
!Sample_contact_address	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "
!Sample_contact_city	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"
!Sample_contact_state	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"
!Sample_contact_zip/postal_code	"02139"	"02139"	"02139"	"02139"	"02139"	"02139"	"02139"	"02139"	"02139"	"02139"	"02139"
!Sample_contact_country	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"
!Sample_supplementary_file	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"
!Sample_data_row_count	"7070"	"7070"	"7070"	"7070"	"7070"	"7070"	"7070"	"7070"	"7070"	"7070"	"7070"
!series_matrix_table_begin
"ID_REF"	"GSM6826"	"GSM6827"	"GSM6828"	"GSM6829"	"GSM6830"	"GSM6831"	"GSM6832"	"GSM6833"	"GSM6834"	"GSM6835"	"GSM6836"
"X07876_at"	740	1723	20	1041	357	611	20	95	116	77	411
"X07948_at"	1760	1397	20	354	20	1284	675	1605	20	288	800
"X07979_at"	9850	11746	5770	6024	15322	12390	12318	12816	14681	18086	13842
"X07994_at"	423	20	20	20	20	20	20	20	379	503	141
"X12433_at"	1660	1876	20	2467	1027	795	81	340	344	260	6
"X12447_at"	31848	59678	16796	26616	59093	62506	32270	34082	31647	42970	80920
"X12451_at"	2253	4528	1660	2170	3752	4534	2550	6325	1630	1725	3529
"X12453_at"	655	241	234	1052	485	20	20	20	20	161	384
"X12458_rna1_at"	20	1536	973	20	20	20	603	648	1322	20	20
"X12492_at"	3259	6139	2243	4909	4011	5141	1561	2188	3212	2518	5170
"X12517_at"	20	6637	20	20	354	24	1209	20	20	20	1041
"X12530_s_at"	20	116	20	709	20	20	20	20	129	20	20
"X12556_at"	20	20	20	20	20	560	20	20	258	20	118
"X12662_rna1_at"	20	869	20	491	375	20	20	232	20	112	671
"X12671_rna1_at"	11423	6230	5879	17111	9187	9721	6366	8221	6102	7058	14171
"X12791_at"	20	1001	1665	20	7	2753	2052	1407	2135	1002	2402
"X12794_at"	1829	9937	4885	4953	20	2819	1315	1738	2578	2355	3049
"X12876_s_at"	20	802	20	289	20	20	20	20	20	20	20
"X12901_at"	20	679	20	726	227	20	20	20	20	20	20
"X12953_at"	20	2536	1615	20	998	1890	1096	701	1134	786	55
"X13100_s_at"	313	20	20	20	497	20	50	20	20	20	139
"X13227_at"	1177	143	5018	1117	2466	3604	2400	3389	2270	1815	8721
"X13238_at"	5658	6396	7287	3329	6410	15271	4447	5069	2562	4481	6514
"X13255_at"	794	586	493	119	20	943	109	203	350	225	28
"X13293_at"	20	1072	20	20	20	1918	284	858	20	427	437
"X13334_at"	20	20	2854	20	20	20	3460	10555	4165	2902	425
"X13444_at"	3056	2849	5480	2642	6213	5562	2226	2384	4486	3761	4413
"X13451_s_at"	20	20	20	20	20	20	20	20	20	20	20
"X13461_s_at"	1757	20	1959	3324	20	4117	360	1638	20	84	840
"X13482_at"	1552	20	933	1205	1409	588	942	699	642	837	733
"X13546_rna1_at"	5296	3303	2813	2797	8513	10464	2160	3371	1922	4456	3281
"X13589_at"	20	2572	20	20	20	20	20	20	20	20	20
"X13766_s_at"	20	20	20	20	20	20	20	20	20	20	20
"X13794_rna1_at"	13130	6491	16548	10006	13700	20474	8199	15305	7225	12754	10333
"X13810_s_at"	1507	3650	2733	2012	1792	1238	980	20	4240	2634	1984
"X13839_at"	1864	2157	395	2289	6325	3507	5928	8545	1066	7141	2957
"X13916_at"	1666	2540	1870	1451	595	1614	1717	2228	1671	2539	1175
"X13930_f_at"	1665	69	2729	4023	3268	1096	1018	855	1457	641	1234
"X13955_s_at"	20	20	20	20	97	20	20	20	20	1	20
"X13956_at"	715	750	1406	2215	2067	1116	1047	545	1600	1743	1201
"X13967_at"	2401	5532	2417	4212	4427	3087	819	1222	2059	744	822
"X13973_at"	6524	9450	4873	3919	4292	5273	3579	4852	3648	3596	2112
"X14008_rna1_f_at"	13076	8790	6211	45850	13167	3358	3029	12626	2076	2280	1481
"X14046_at"	1742	5934	6232	20	2304	20	4303	13131	2704	5072	1630
"X14085_s_at"	4314	5550	3671	7554	3714	3842	1292	2262	2524	2643	1883
"X14253_s_at"	20	98	408	20	785	20	119	433	279	20	698
"X14329_at"	2221	4024	115	4835	1692	20	510	505	20	178	2683
"X14346_at"	20	20	20	20	20	20	20	20	20	20	20
"X14362_at"	116	362	20	166	340	239	20	20	20	20	20
"X14445_at"	1413	4082	562	2903	20	20	53	1505	181	20	1087
"X14448_at"	3512	5192	1541	4825	2340	3378	1014	2830	1446	1763	3017
"X14474_at"	20	20	1478	20	20	20	224	20	1076	571	20
"X14675_at"	1341	2527	2805	3781	1614	2158	1183	2276	2140	977	2488
"X14684_s_at"	3283	3354	2589	1870	2580	4288	913	1920	2516	2376	2728
"X14690_s_at"	20	20	20	20	20	20	20	20	20	20	20
"X14766_at"	1654	855	1706	3500	2149	1906	859	558	604	1274	2022
"X14767_at"	1996	1222	809	1682	20	20	639	1020	1016	2627	3930
"X14787_at"	20	161	16	49	20	52	27	75	61	20	129
"X14789_at"	1738	20	1094	20	20	20	1260	20	20	788	20
"X14813_at"	1245	20	20	1212	2139	2528	1496	1050	1409	1495	3011
"X14830_at"	590	3843	20	342	20	856	122	159	307	293	450
"X14850_at"	4561	1784	2507	3299	2192	3016	2438	1921	2792	3636	6577
"X14885_rna1_s_at"	218	20	20	67	20	20	9	20	507	164	20
"X14894_at"	20	20	20	20	535	20	1	22	20	20	20
"X14968_at"	20	20	20	20	20	20	20	20	20	20	20
"X14975_at"	361	20	439	20	680	360	104	89	212	278	20
"X15088_at"	20	221	101	113	16	20	286	20	318	262	293
"X15183_at"	36991	11651	20217	20398	28751	37237	13028	16817	15990	19921	25457
"X15187_at"	4035	1439	1679	853	1911	1985	856	2183	943	1962	1056
"X15217_at"	20	20	20	20	20	20	93	20	20	20	20
"X15218_at"	224	20	20	20	20	20	20	20	20	20	20
"X15306_rna1_at"	8439	12263	1710	731	56174	43776	2241	20	4254	2649	2787
"X15331_s_at"	445	3864	3371	1415	5257	5146	1260	20	1962	1547	61
"X15341_at"	18087	33438	21558	9964	45841	54098	16845	23214	20675	27377	21332
"X15357_at"	708	699	20	915	20	20	20	133	865	20	540
"X15376_at"	120	146	20	465	20	251	150	93	372	176	896
"X15393_rna1_at"	1780	7452	2419	3634	2627	2925	1311	1700	2117	1226	3132
"X15414_at"	6168	15302	8943	4612	9634	9846	7297	10161	4095	8999	4244
"X15422_at"	350	2364	102	491	20	20	20	20	199	20	115
"X15525_rna1_at"	2902	3206	2317	2765	2229	3063	1401	2168	1543	1665	1669
"X15573_at"	20	20	20	20	20	20	20	20	20	20	47
"X15673_s_at"	2107	4878	2418	6483	3763	3381	947	1520	2331	1575	1898
"X15675_at"	3	63	20	20	20	20	20	20	44	20	20
"X15722_at"	20	20	20	20	20	20	20	20	20	20	20
"X15729_s_at"	1336	1206	4456	340	3162	3489	2204	2375	2427	3345	1336
"X15822_at"	15596	15020	6090	13054	17321	22071	11825	10450	10110	14012	28740
"X15875_at"	208	20	20	106	359	289	20	465	283	20	162
"X15880_at"	5278	7943	995	10494	5991	7363	2857	4985	4063	5388	5372
"X15882_at"	1365	1791	435	4568	4855	1672	1420	1887	1918	1220	1568
"X15940_at"	27534	94913	41195	24208	76683	60044	40821	45793	48524	55336	60055
"X15943_at"	108	20	98	20	20	2336	46	20	20	20	20
"X15949_at"	304	20	208	880	336	337	178	809	14	674	349
"X15954_rna1_s_at"	20	20	20	20	20	20	20	20	20	20	20
"X16064_at"	51111	59157	53789	59311	81234	61158	41658	51456	40218	55977	66875
"X16105_at"	365	737	1108	52	2155	1008	1986	107	1189	201	268
"X16135_at"	4901	12831	11502	8519	7224	9324	3591	4376	6318	5003	12064
"X16260_s_at"	1259	20	20	20	20	20	20	778	20	20	20
"X16281_at"	20	1226	20	20	20	20	20	20	20	20	20
"X16282_at"	20	20	20	20	20	20	100	20	20	20	20
"X16316_at"	3373	6964	5893	4635	6125	6086	1291	2505	1693	2261	2662
"X16323_at"	123	20	110	20	534	221	114	135	96	309	5
"X16354_at"	211	314	281	420	191	20	110	330	425	263	157
"X16396_at"	437	358	403	30	433	475	971	198	515	1202	527
"X16416_at"	4618	4085	3047	2197	4848	3303	1180	2486	4150	4004	4486
"X16504_s_at"	20	20	20	20	20	20	20	20	20	20	20
"X16546_at"	299	20	816	1697	1149	274	194	294	932	698	454
"X16560_at"	17330	9764	10497	11354	17108	23643	9038	8322	8830	9939	10357
"X16609_s_at"	594	20	20	20	20	20	20	20	20	20	370
"X16660_cds1_s_at"	20	20	20	20	20	20	20	20	20	20	20
"X16662_at"	308	20	20	1327	20	20	111	20	20	20	20
"X16663_at"	2083	3604	2651	1812	1589	467	1864	3807	934	4040	1604
"X16665_at"	1414	20	1914	3050	3737	1817	1582	1131	3574	2266	2414
"X16666_s_at"	20	403	2834	20	959	20	20	839	20	20	20
"X16667_at"	1219	155	628	3280	754	669	42	706	209	20	745
"X16699_at"	20	20	20	20	20	20	20	20	20	20	20
"X16706_at"	360	20	20	224	20	20	36	166	20	20	657
"X16707_at"	20	20	20	20	20	20	20	20	20	20	20
"X16832_at"	3078	11220	3134	717	4103	3344	6934	15061	4285	9724	4241
"X16866_at"	163	1804	20	440	20	20	39	20	20	20	20
"X16901_at"	20	20	37	20	160	20	26	111	50	20	119
"X16983_at"	20	20	185	20	20	554	93	106	223	20	390
"X17025_at"	555	20	20	603	20	1857	3023	1107	20	584	20
"X17042_at"	3357	4402	378	5214	9529	1178	5377	4618	4403	12222	3246
"X17059_s_at"	152	1695	156	547	269	679	21	444	379	111	54
"X17093_at"	4501	3098	6260	4396	3807	2092	11389	11863	10848	12450	12133
"X17094_at"	20	250	1525	20	20	20	1017	492	1830	359	571
"X17098_at"	20	772	20	20	1023	963	20	20	111	217	20
"X17206_at"	27282	74010	25678	19627	30252	25000	33531	50506	27292	59445	47252
"X17254_at"	970	256	20	3301	20	20	54	860	20	20	20
"X17360_rna1_at"	20	20	1181	20	20	20	616	493	164	1106	681
"X17567_s_at"	1294	210	1773	20	2764	20	3141	4267	4523	5788	2607
"X17576_at"	30	20	437	20	208	763	79	96	388	102	20
"X17620_at"	3581	1534	2559	5196	3424	5105	2363	3371	3693	2865	4839
"X17622_at"	387	447	232	873	96	225	156	270	20	20	322
"X17644_s_at"	20	656	20	20	20	20	37	20	20	20	20
"X17648_at"	226	236	345	1116	527	486	460	630	225	316	347
"X17651_at"	20	20	1484	20	20	20	1101	751	686	20	20
"X51345_at"	6134	5560	1961	12867	7676	370	3538	8833	5927	5949	5173
"X51362_s_at"	2190	20	5486	1796	20	545	618	820	1281	1046	588
"X51405_at"	3236	2824	5332	2095	3159	5290	3767	2425	1297	4585	2613
"X51408_at"	1677	2241	2481	1677	2731	5014	1730	1677	2016	1614	1431
"X51417_at"	20	20	20	20	20	20	20	279	20	20	20
"X51420_at"	20	1633	572	265	1018	907	36	20	420	160	128
"X51435_s_at"	1671	6342	919	1988	874	293	360	522	1054	552	975
"X51441_at"	192	2387	41	320	309	281	87	172	99	20	20
"X51441_s_at"	20	20	20	20	20	20	20	20	20	20	20
"X51466_at"	19079	26058	19542	12446	32076	40712	15540	28149	12084	25320	40727
"X51521_at"	7198	8171	9776	14234	8171	5729	7743	9337	3420	10463	15201
"X51602_at"	20	20	20	131	20	20	255	20	20	20	20
"X51630_at"	20	531	20	228	20	20	200	69	20	20	20
"X51688_at"	367	664	20	1190	20	634	20	20	910	20	20
"X51698_s_at"	20	20	20	110	20	20	20	20	843	20	20
"X51730_at"	97	20	129	403	20	99	20	38	20	73	207
"X51755_cds5_s_at"	20	20	20	20	574	590	20	20	271	20	83
"X51757_at"	193	55	948	20	1185	541	20	377	20	20	17
"X51801_at"	20	20	20	20	660	20	354	40	20	11	432
"X51804_at"	970	1403	3892	497	2987	1210	1122	2045	1987	627	1304
"X51823_at"	20	20	20	20	20	20	20	20	20	20	20
"X51823_s_at"	39	20	20	382	20	182	20	97	161	20	20
"X51952_xpt1_at"	20	1323	20	20	20	20	20	20	173	582	488
"X51953_at"	228	20	114	20	227	20	147	20	20	20	20
"X51954_at"	20	884	20	20	20	20	32	20	20	20	20
"X51956_rna1_at"	5410	6539	2004	3522	7103	14068	1853	1781	3028	3446	2861
"X51985_at"	20	20	20	20	20	20	20	20	20	20	20
"X52001_at"	20	530	20	20	387	294	22	15	20	10	20
"X52003_at"	20	1929	20	20	20	20	437	744	20	496	3
"X52005_at"	193	263	804	497	20	179	72	0	148	274	687
"X52008_at"	1361	20	20	5252	20	20	20	20	20	20	20
"X52009_s_at"	333	20	20	114	578	497	18	20	194	26	128
"X52011_at"	160	2696	448	952	1277	20	31	391	34	266	0
"X52022_at"	20	20	20	20	20	20	20	12	20	38	350
"X52056_at"	20	20	20	20	20	20	325	1330	20	156	20
"X52075_rna1_at"	20	20	20	20	20	20	20	20	20	20	20
"X52142_at"	159	20	17	20	20	20	122	417	201	297	423
"X52151_at"	3065	245	1775	2080	2936	2162	979	2259	1375	1628	2828
"X52192_at"	1195	3676	2895	3211	4976	3411	813	1257	1742	1843	3559
"X52213_s_at"	20	1481	20	20	20	20	114	285	20	20	20
"X52221_at"	39	852	20	20	20	20	20	20	640	20	20
"X52228_at"	20	20	20	1403	1060	1605	20	944	431	20	848
"X52282_s_at"	20	20	420	20	20	20	20	45	76	6	20
"X52425_at"	2343	784	3254	3164	3269	1681	2607	1954	1187	2790	1908
"X52426_s_at"	20	20	1542	20	20	20	20	20	20	20	20
"X52479_at"	1245	1594	1084	1906	459	1079	312	519	20	180	206
"X52520_at"	84	1139	335	994	1258	120	113	132	20	252	197
"X52541_at"	947	579	414	1095	1568	55	70	404	266	243	409
"X52599_at"	20	779	20	208	2663	1109	208	614	20	306	384
"X52611_s_at"	1126	3961	1430	4716	729	20	1056	103	873	1498	2353
"X52638_at"	20	3838	2900	1064	5275	3604	664	1247	874	1223	1131
"X52730_rna1_at"	2986	9418	5843	9067	2725	2936	1871	1869	1668	3896	2811
"X52773_at"	20	1566	20	20	742	20	20	20	20	20	20
"X52851_rna1_at"	27414	21589	18549	20943	30390	36110	18145	17534	19520	27065	21253
"X52882_at"	1630	1359	1761	538	1889	2155	1170	1659	1623	1935	941
"X52889_at"	3540	1494	2802	13779	344	2866	1526	2150	1746	869	2338
"X52896_s_at"	20	3497	267	20	20	20	901	470	2109	664	227
"X52943_at"	1255	20	455	199	77	490	188	803	1129	690	718
"X52947_at"	4278	617	5924	1888	3248	3301	4395	4715	3415	5220	7255
"X52966_at"	8016	20802	8525	7898	13989	13143	8945	16149	8176	18588	9884
"X52979_rna1_s_at"	632	20	1069	2230	2076	1776	923	1080	870	1883	1977
"X53002_s_at"	199	20	18	20	735	939	1140	1393	675	1450	793
"X53065_f_at"	702	20	1070	1621	557	647	594	213	619	20	137
"X53296_s_at"	961	20	737	999	1339	1314	74	175	113	1382	753
"X53331_at"	2954	6900	2694	4541	8450	2606	4281	11948	3451	6974	2311
"X53390_s_at"	5029	680	4281	6931	5518	3323	2304	3506	2877	2917	8809
"X53414_at"	2080	6984	1422	6833	801	20	2072	1201	20	1521	1799
"X53416_at"	2774	3859	1681	2797	3751	14	2297	6132	1328	3129	1134
"X53586_rna1_at"	2	2342	89	640	257	353	352	695	236	323	794
"X53587_at"	1387	20	2527	15	20	20	2813	4691	787	4717	5348
"X53595_s_at"	20	20	262	20	20	207	276	20	20	36	530
"X53683_at"	20	20	788	1491	20	20	131	258	1260	379	580
"X53742_at"	397	20	20	197	20	20	20	20	20	20	598
"X53777_at"	14590	13969	8041	12772	11242	13342	13988	18297	10605	20087	28024
"X53793_at"	483	209	565	804	546	645	269	555	742	344	160
"X53795_at"	20	20	20	3838	20	20	20	20	39	20	1005
"X53800_s_at"	681	20	470	498	850	197	147	393	205	158	20
"X53961_at"	20	20	2153	20	20	20	20	5445	20	1344	20
"X54131_at"	45	20	20	192	20	530	20	397	20	256	610
"X54150_at"	68	20	20	20	366	56	23	20	202	77	20
"X54162_at"	20	95	20	20	20	20	336	343	20	2076	452
"X54199_s_at"	175	20	20	20	20	20	20	20	20	20	20
"X54232_at"	5998	4165	7202	11220	8547	7647	2217	5038	1172	3473	5331
"X54304_at"	1006	1856	782	90	3222	1909	1097	2409	359	1772	702
"X54326_at"	1266	20	698	322	20	1442	468	507	656	448	736
"X54380_at"	20	20	271	20	3	20	53	20	133	221	20
"X54457_s_at"	20	20	20	20	20	20	20	20	20	20	20
"X54489_rna1_at"	191	20	32	215	20	20	4	217	283	144	20
"X54637_at"	943	2312	2748	714	985	2340	1847	1856	1831	1434	2856
"X54667_at"	50	20	20	20	20	20	20	20	20	20	20
"X54667_s_at"	2584	4928	5072	6775	3264	3564	2018	2631	4425	3270	4943
"X54673_at"	20	20	20	20	20	1103	119	172	210	33	663
"X54741_at"	20	20	20	20	20	20	20	20	20	20	20
"X54816_at"	409	1907	2	1380	217	1830	408	613	856	541	599
"X54867_s_at"	52	20	20	111	166	20	37	20	20	10	208
"X54870_at"	1248	1707	737	2428	1130	1277	368	879	281	792	1115
"X54871_at"	20	1402	20	20	20	20	20	235	20	327	20
"X54925_at"	20	958	20	52	633	81	50	159	33	140	20
"X54936_at"	612	20	20	111	20	724	280	62	730	298	541
"X54938_at"	848	12902	806	20	7251	6053	638	255	2795	409	1602
"X54941_at"	554	329	88	439	367	20	403	468	269	507	451
"X54942_at"	132	20	20	20	157	46	20	52	20	231	20
"X54993_s_at"	44	2016	33	101	733	1262	271	20	808	231	450
"X55005_rna1_at"	2250	4108	1010	2966	1654	2634	541	600	438	537	1710
"X55019_s_at"	2721	14580	5147	3740	4282	4040	1590	1723	1537	1855	1867
"X55037_s_at"	2192	4126	4314	2834	70	1068	616	1052	2519	794	2900
"X55079_rna1_at"	1684	5426	4689	2879	959	3384	2563	4093	20	764	2430
"X55330_at"	216	20	137	137	20	557	20	0	83	18	281
"X55448_cds1_s_at"	4434	10086	6465	3481	4894	7320	5288	5851	6752	7462	12912
"X55448_cds2_at"	4529	2202	825	4925	2945	912	2559	624	1897	2698	6012
"X55544_at"	222	840	103	197	378	629	46	179	20	115	20
"X55666_at"	2761	6167	3383	2214	4588	3110	751	1994	1714	1837	2197
"X55668_at"	20	20	48	20	20	20	20	260	20	20	20
"X55715_at"	27536	49516	19913	27744	45820	28260	14568	29706	14888	25748	44105
"X55733_at"	3641	5088	4203	3953	6565	4985	3104	4705	4351	6299	6539
"X55740_at"	510	20	345	450	20	20	446	393	20	540	196
"X55777_cds2_at"	20	20	20	20	20	20	20	20	300	20	62
"X55885_at"	1406	20	974	20	20	20	248	1187	317	1764	506
"X55889_at"	20	936	252	224	20	87	17	112	254	42	20
"X55954_at"	30383	44069	23640	21694	35521	31092	19669	30185	17316	28850	26920
"X55989_rna1_at"	20	3366	20	20	20	20	294	20	686	78	1187
"X55990_rna1_at"	860	1831	1299	1574	957	633	367	443	684	276	312
"X56088_s_at"	109	293	20	20	20	208	20	20	20	20	66
"X56199_at"	582	2038	934	969	20	585	20	323	408	697	799
"X56253_rna1_at"	1593	3955	4790	20	6341	4918	1955	2988	2295	1976	1632
"X56411_rna1_at"	785	20	225	4526	1372	20	20	20	498	83	271
"X56465_at"	165	20	81	20	20	20	20	223	218	20	228
"X56468_at"	5161	4700	8783	4834	8073	12110	3871	4624	2944	5217	3529
"X56494_at"	16430	20662	14952	14304	16708	18607	9833	17376	9496	22186	24119
"X56654_at"	20	20	210	20	1479	184	20	20	20	20	76
"X56667_at"	3065	4855	2103	1630	1160	7446	1129	1501	1289	2351	1109
"X56677_at"	20	3746	524	1949	831	1237	493	118	2	20	146
"X56681_s_at"	46245	15848	16635	55114	20914	20495	29239	15758	30234	33702	29090
"X56687_s_at"	791	1820	431	856	2544	2140	560	815	1073	628	1416
"X56692_at"	343	2077	564	20	71	928	335	20	389	78	20
"X56741_at"	81	1714	494	20	681	1107	6	20	482	175	540
"X56807_at"	236	396	20	473	20	20	0	245	20	54	20
"X56841_at"	6898	12000	10221	3861	7232	2457	13518	10769	3456	11271	4661
"X56932_at"	53007	83274	44349	47364	77027	45836	36362	54274	45819	54450	44998
"X56997_rna1_at"	39496	35186	15984	40078	35700	25618	27272	40355	32868	35855	45419
"X57025_at"	206	1012	130	911	20	20	351	129	21	20	81
"X57110_s_at"	351	20	598	1568	471	772	238	20	195	171	1877
"X57129_at"	20	20	20	20	20	20	20	20	20	20	20
"X57152_rna1_s_at"	4309	6085	8541	4402	9981	8811	5909	5953	6875	9120	7316
"X57206_at"	17245	18425	9352	26606	6970	8355	11281	12423	8783	22835	28800
"X57303_at"	723	20	745	1193	50	1034	241	20	20	326	312
"X57346_at"	11900	8448	5870	6701	11519	17958	4424	10794	7792	5724	8943
"X57348_s_at"	20	20	1462	20	1217	20	1332	20	2744	2086	1141
"X57351_at"	1639	36174	2436	1543	7311	20	12592	16579	21229	39740	4701
"X57351_s_at"	102288	121059	52244	131638	92816	26601	70489	44076	99846	75912	69416
"X57398_at"	5988	4507	3126	6087	3492	6972	2565	4614	2178	4577	6574
"X57522_at"	682	677	1550	20	1280	638	20	590	20	20	20
"X57579_s_at"	461	1022	2600	656	418	1070	1070	189	858	755	1025
"X57766_at"	2038	3723	2018	3658	2900	1855	578	60	1204	560	2713
"X57809_at"	264	20	621	20	20	20	167	38	20	134	20
"X57809_s_at"	20	20	2311	3194	20	20	800	2026	20	20	20
"X57830_at"	20	20	20	20	452	172	20	20	69	20	20
"X57959_at"	9593	9451	12871	14883	20456	15502	7988	14134	8122	14027	14428
"X57985_rna2_at"	418	20	22	20	1299	444	748	20	794	1246	848
"X58022_at"	20	20	20	20	20	20	20	20	20	20	20
